-2,0,Age,Attrition,Attrition Count,Attrition Rate,Business Travel,CF_age band,CF_attrition label,CF_current Employee,Daily Rate,Department,Sum of Distance From Home,Education Field,Education,emp no,Employee Count,Employee Number,Environment Satisfaction,Gender,Hourly Rate,Job Involvement,Job Level,Job Role,Job Satisfaction,Marital Status,Monthly Income,Monthly Rate,Num Companies Worked,Over Time,Over18,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Sort Age,Stock Option Level,Total Working Years,Training Times Last Year,Work Life Balance,Years At Company,Years With Curr Manager,Years Since Last Promotion,Years In Current Role
-2,0,30,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,1329,Sales,29,Life Sciences,Master's Degree,STAFF-1211,1,1211,3,Male,61,3,2,Sales Executive,1,Divorced,4115,13192,8,No,Y,19,3,3,80,2,3,8,3,3,4,3,0,3
-2,0,30,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,1334,Sales,4,Medical,Associates Degree,STAFF-121,1,121,3,Female,63,2,2,Sales Executive,2,Divorced,5209,19760,1,Yes,Y,12,3,2,80,2,3,11,4,2,11,7,2,8
-2,0,30,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,1339,Sales,5,Life Sciences,Bachelor's Degree,STAFF-228,1,228,2,Female,41,3,3,Sales Executive,4,Married,9419,8053,2,No,Y,12,3,3,80,2,1,12,2,3,10,4,7,9
-2,0,30,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,1358,R&D,24,Life Sciences,High School,STAFF-11,1,11,4,Male,67,3,1,Laboratory Technician,3,Divorced,2693,13335,1,No,Y,22,4,2,80,2,1,1,2,3,1,0,0,0
-2,0,30,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,1358,Sales,16,Life Sciences,High School,STAFF-1479,1,1479,4,Male,96,3,2,Sales Executive,3,Married,5301,2939,8,No,Y,15,3,3,80,2,2,4,2,2,2,2,2,1
-2,0,30,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,1427,R&D,2,Medical,High School,STAFF-198,1,198,2,Male,35,2,1,Laboratory Technician,4,Single,2720,11162,0,No,Y,13,3,4,80,2,0,6,3,3,5,2,1,3
-2,0,30,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,1465,R&D,1,Medical,Bachelor's Degree,STAFF-1241,1,1241,4,Male,63,3,1,Research Scientist,2,Married,3579,9369,0,Yes,Y,21,4,1,80,2,1,12,2,3,11,7,5,9
-2,0,30,Yes,1,100.00%,Travel_Frequently,25 - 34,Ex-Employees,0,109,R&D,5,Medical,Bachelor's Degree,STAFF-1017,1,1017,2,Female,60,3,1,Laboratory Technician,2,Single,2422,25725,0,No,Y,17,3,1,80,2,0,4,3,3,3,2,1,2
-2,0,30,Yes,1,100.00%,Travel_Frequently,25 - 34,Ex-Employees,0,334,Sales,26,Marketing,Master's Degree,STAFF-299,1,299,3,Female,52,2,2,Sales Executive,1,Single,6696,22967,5,No,Y,15,3,3,80,2,0,9,5,2,6,1,0,3
-2,0,30,Yes,1,100.00%,Travel_Frequently,25 - 34,Ex-Employees,0,448,Sales,12,Life Sciences,Master's Degree,STAFF-648,1,648,2,Male,74,2,1,Sales Representative,1,Married,2033,14470,1,No,Y,18,3,3,80,2,1,1,2,4,1,0,0,0
-2,0,30,Yes,1,100.00%,Travel_Frequently,25 - 34,Ex-Employees,0,464,R&D,4,Technical Degree,Bachelor's Degree,STAFF-514,1,514,3,Male,40,3,1,Research Scientist,4,Single,2285,3427,9,Yes,Y,23,4,3,80,2,0,3,4,3,1,0,0,0
-2,0,30,Yes,1,100.00%,Travel_Frequently,25 - 34,Ex-Employees,0,600,HR,8,Human Resources,Bachelor's Degree,STAFF-1747,1,1747,3,Female,66,2,1,Human Resources,4,Divorced,2180,9732,6,No,Y,11,3,3,80,2,1,6,0,2,4,2,1,2
-2,0,30,Yes,1,100.00%,Travel_Rarely,25 - 34,Ex-Employees,0,138,R&D,22,Life Sciences,Bachelor's Degree,STAFF-1004,1,1004,1,Female,48,3,1,Research Scientist,3,Married,2132,11539,4,Yes,Y,11,3,2,80,2,0,7,2,3,5,1,0,2
-2,0,30,Yes,1,100.00%,Travel_Rarely,25 - 34,Ex-Employees,0,740,Sales,1,Life Sciences,Bachelor's Degree,STAFF-1562,1,1562,2,Male,64,2,2,Sales Executive,1,Married,9714,5323,1,No,Y,11,3,4,80,2,1,10,4,3,10,7,6,8
-2,0,30,Yes,1,100.00%,Travel_Rarely,25 - 34,Ex-Employees,0,945,Sales,9,Medical,Bachelor's Degree,STAFF-1876,1,1876,2,Male,89,3,1,Sales Representative,4,Single,1081,16019,1,No,Y,13,3,3,80,2,0,1,3,2,1,0,0,0
-2,0,30,Yes,1,100.00%,Travel_Rarely,25 - 34,Ex-Employees,0,1005,R&D,3,Technical Degree,Bachelor's Degree,STAFF-297,1,297,4,Female,88,3,1,Research Scientist,1,Single,2657,8556,5,Yes,Y,11,3,3,80,2,0,8,5,3,5,4,0,2
-2,0,31,No,0,0.00%,Non-Travel,25 - 34,Current Employees,1,325,R&D,5,Medical,Bachelor's Degree,STAFF-2057,1,2057,2,Male,74,3,2,Manufacturing Director,1,Single,9936,3787,0,No,Y,19,3,2,80,2,0,10,2,3,9,7,1,4
-2,0,31,No,0,0.00%,Non-Travel,25 - 34,Current Employees,1,587,Sales,2,Life Sciences,Master's Degree,STAFF-1324,1,1324,4,Female,57,3,3,Sales Executive,3,Divorced,9852,8935,1,Yes,Y,19,3,1,80,2,1,10,5,2,10,6,9,8
-2,0,31,No,0,0.00%,Non-Travel,25 - 34,Current Employees,1,697,R&D,10,Medical,Bachelor's Degree,STAFF-1979,1,1979,3,Female,40,3,3,Research Director,3,Married,11031,26862,4,No,Y,20,4,3,80,2,1,13,2,4,11,8,4,7
-2,0,31,No,0,0.00%,Non-Travel,25 - 34,Current Employees,1,976,R&D,3,Medical,Associates Degree,STAFF-1948,1,1948,3,Male,48,3,1,Research Scientist,1,Divorced,3065,3995,1,Yes,Y,13,3,4,80,2,1,4,3,4,4,3,2,2
-2,0,31,No,0,0.00%,Non-Travel,25 - 34,Current Employees,1,979,R&D,1,Medical,Master's Degree,STAFF-308,1,308,3,Male,90,1,2,Manufacturing Director,3,Married,4345,4381,0,No,Y,12,3,4,80,2,1,6,2,3,5,4,1,4
-2,0,31,No,0,0.00%,Non-Travel,25 - 34,Current Employees,1,1188,Sales,20,Marketing,Associates Degree,STAFF-947,1,947,4,Female,45,3,2,Sales Executive,3,Married,6932,24406,1,No,Y,13,3,4,80,2,1,9,2,2,9,0,0,8
-2,0,31,No,0,0.00%,Travel_Frequently,25 - 34,Current Employees,1,163,R&D,24,Technical Degree,High School,STAFF-1736,1,1736,4,Female,30,3,2,Manufacturing Director,4,Single,5238,6670,2,No,Y,20,4,4,80,2,0,9,3,2,5,4,1,4
-2,0,31,No,0,0.00%,Travel_Frequently,25 - 34,Current Employees,1,444,Sales,5,Marketing,Bachelor's Degree,STAFF-399,1,399,4,Female,84,3,1,Sales Representative,2,Divorced,2789,3909,1,No,Y,11,3,3,80,2,1,2,5,2,2,2,2,2
-2,0,31,No,0,0.00%,Travel_Frequently,25 - 34,Current Employees,1,715,Sales,2,Other,Master's Degree,STAFF-1613,1,1613,4,Male,54,3,2,Sales Executive,1,Single,5332,21602,7,No,Y,13,3,4,80,2,0,10,3,3,5,3,0,2
-2,0,31,No,0,0.00%,Travel_Frequently,25 - 34,Current Employees,1,793,Sales,20,Life Sciences,Bachelor's Degree,STAFF-1135,1,1135,3,Male,67,4,1,Sales Representative,4,Married,2791,21981,0,No,Y,12,3,1,80,2,1,3,4,3,2,2,2,2
-2,0,31,No,0,0.00%,Travel_Frequently,25 - 34,Current Employees,1,798,R&D,7,Life Sciences,Associates Degree,STAFF-442,1,442,3,Female,48,2,3,Manufacturing Director,3,Married,8943,14034,1,No,Y,24,4,1,80,2,1,10,2,3,10,9,8,9
-2,0,31,No,0,0.00%,Travel_Frequently,25 - 34,Current Employees,1,853,R&D,1,Life Sciences,High School,STAFF-1011,1,1011,3,Female,96,3,2,Manufacturing Director,1,Married,4148,11275,1,No,Y,12,3,3,80,2,1,4,1,3,4,3,0,3
-2,0,31,No,0,0.00%,Travel_Frequently,25 - 34,Current Employees,1,1125,R&D,1,Life Sciences,Bachelor's Degree,STAFF-1956,1,1956,4,Male,48,1,2,Research Scientist,1,Married,5003,5771,1,No,Y,21,4,2,80,2,0,10,6,3,10,7,8,8
-2,0,31,No,0,0.00%,Travel_Frequently,25 - 34,Current Employees,1,1125,Sales,7,Marketing,Master's Degree,STAFF-1833,1,1833,1,Female,68,3,3,Sales Executive,1,Married,9637,8277,2,No,Y,14,3,4,80,2,2,9,3,3,3,2,2,2
-2,0,31,No,0,0.00%,Travel_Frequently,25 - 34,Current Employees,1,1327,R&D,3,Medical,Master's Degree,STAFF-337,1,337,2,Male,73,3,3,Research Director,3,Divorced,13675,13523,9,No,Y,12,3,1,80,2,1,9,3,3,2,2,2,2
-2,0,31,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,106,HR,2,Human Resources,Bachelor's Degree,STAFF-424,1,424,1,Male,62,2,2,Human Resources,1,Married,6410,17822,3,No,Y,12,3,4,80,2,0,9,1,3,2,0,1,2
-2,0,31,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,140,R&D,12,Medical,High School,STAFF-246,1,246,3,Female,95,3,1,Research Scientist,4,Married,3929,6984,8,Yes,Y,23,4,3,80,2,1,7,0,3,4,2,0,2
-2,0,31,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,154,Sales,7,Life Sciences,Master's Degree,STAFF-941,1,941,2,Male,41,2,1,Sales Representative,3,Married,2329,11737,3,No,Y,15,3,2,80,2,0,13,2,4,7,2,5,7
-2,0,31,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,182,R&D,8,Life Sciences,Doctoral Degree,STAFF-1430,1,1430,1,Female,93,3,4,Research Director,2,Single,16422,8847,3,No,Y,11,3,3,80,2,0,9,3,4,3,0,1,2
-2,0,31,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,192,R&D,2,Life Sciences,Master's Degree,STAFF-426,1,426,3,Male,32,3,1,Research Scientist,4,Divorced,2695,7747,0,Yes,Y,18,3,2,80,2,1,3,2,1,2,2,2,2
-2,0,31,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,196,Sales,29,Marketing,Master's Degree,STAFF-1784,1,1784,1,Female,91,2,2,Sales Executive,4,Married,5468,13402,1,No,Y,14,3,1,80,2,2,13,3,3,12,7,5,7
-2,0,31,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,218,Sales,7,Technical Degree,Bachelor's Degree,STAFF-416,1,416,2,Male,100,4,2,Sales Executive,4,Married,6929,12241,4,No,Y,11,3,2,80,2,1,10,3,2,8,7,7,7
-2,0,31,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,311,R&D,20,Life Sciences,Bachelor's Degree,STAFF-1881,1,1881,2,Male,89,3,2,Laboratory Technician,3,Divorced,4197,18624,1,No,Y,11,3,1,80,2,1,10,2,3,10,2,0,8
-2,0,31,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,326,Sales,8,Life Sciences,Associates Degree,STAFF-1453,1,1453,1,Male,31,3,3,Sales Executive,4,Divorced,10793,8386,1,No,Y,18,3,1,80,2,1,13,5,3,13,9,9,7
-2,0,31,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,329,R&D,1,Life Sciences,Associates Degree,STAFF-530,1,530,4,Male,98,2,1,Laboratory Technician,1,Married,2218,16193,1,No,Y,12,3,3,80,2,1,4,3,3,4,2,3,2
-2,0,31,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,408,R&D,9,Life Sciences,Master's Degree,STAFF-493,1,493,3,Male,42,2,1,Research Scientist,2,Single,2657,7551,0,Yes,Y,16,3,4,80,2,0,3,5,3,2,2,2,2
-2,0,31,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,471,R&D,4,Medical,Bachelor's Degree,STAFF-1916,1,1916,1,Female,62,4,1,Laboratory Technician,3,Divorced,3978,16031,8,No,Y,12,3,2,80,2,1,4,0,2,2,2,2,2
-2,0,31,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,480,R&D,7,Medical,Associates Degree,STAFF-524,1,524,2,Female,31,3,2,Manufacturing Director,1,Married,4306,4156,1,No,Y,12,3,2,80,2,1,13,5,1,13,12,3,10
-2,0,31,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,525,Sales,6,Medical,Master's Degree,STAFF-653,1,653,1,Male,66,4,2,Sales Executive,4,Divorced,5460,6219,4,No,Y,22,4,4,80,2,2,13,4,4,7,7,5,7
-2,0,31,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,616,R&D,12,Medical,Bachelor's Degree,STAFF-961,1,961,4,Female,41,3,2,Healthcare Representative,4,Married,5855,17369,0,Yes,Y,11,3,3,80,2,2,10,2,1,9,5,8,7
-2,0,31,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,655,R&D,7,Life Sciences,Master's Degree,STAFF-76,1,76,4,Male,48,3,2,Laboratory Technician,4,Divorced,5915,9528,3,No,Y,22,4,4,80,2,1,10,3,2,7,7,1,7
-2,0,31,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,670,R&D,26,Life Sciences,High School,STAFF-16,1,16,1,Male,31,3,1,Research Scientist,3,Divorced,2911,15170,1,No,Y,17,3,4,80,2,1,5,1,2,5,3,4,2
-2,0,31,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,688,Sales,7,Life Sciences,Bachelor's Degree,STAFF-613,1,613,3,Male,44,2,3,Manager,4,Divorced,11557,25291,9,No,Y,21,4,3,80,2,1,10,3,2,5,1,0,4
-2,0,31,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,691,R&D,5,Technical Degree,Master's Degree,STAFF-423,1,423,3,Male,86,3,1,Research Scientist,4,Married,4821,10077,0,Yes,Y,12,3,3,80,2,1,6,4,3,5,3,0,2
-2,0,31,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,691,Sales,7,Marketing,Bachelor's Degree,STAFF-438,1,438,4,Male,73,3,2,Sales Executive,4,Divorced,7547,7143,4,No,Y,12,3,4,80,2,3,13,3,3,7,7,1,7
-2,0,31,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,741,R&D,2,Life Sciences,Master's Degree,STAFF-1721,1,1721,2,Male,69,3,1,Laboratory Technician,3,Married,3477,18103,1,No,Y,14,3,4,80,2,1,6,2,4,5,3,0,2
-2,0,31,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,746,R&D,8,Life Sciences,Master's Degree,STAFF-98,1,98,3,Female,61,3,2,Manufacturing Director,4,Single,4424,20682,1,No,Y,23,4,4,80,2,0,11,2,3,11,8,1,7
-2,0,31,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,828,Sales,2,Life Sciences,High School,STAFF-604,1,604,2,Male,77,3,2,Sales Executive,4,Single,6582,8346,4,Yes,Y,13,3,3,80,2,0,10,2,4,6,5,0,5
-2,0,31,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,1003,Sales,5,Technical Degree,Bachelor's Degree,STAFF-1749,1,1749,1,Male,51,3,2,Sales Executive,3,Married,8346,20943,1,No,Y,19,3,3,80,2,1,6,3,3,5,2,0,2
-2,0,31,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,1062,R&D,24,Medical,Bachelor's Degree,STAFF-1252,1,1252,3,Female,96,2,2,Healthcare Representative,1,Single,6812,17198,1,No,Y,19,3,2,80,2,0,10,2,3,10,8,1,9
-2,0,31,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,1079,Sales,10,Medical,Associates Degree,STAFF-1912,1,1912,3,Female,86,3,2,Sales Executive,4,Divorced,6583,20115,2,Yes,Y,11,3,4,80,2,1,8,2,3,5,4,1,2
-2,0,31,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,1082,R&D,1,Medical,Master's Degree,STAFF-95,1,95,3,Male,87,3,1,Research Scientist,2,Single,2501,18775,1,No,Y,17,3,2,80,2,0,1,4,3,1,0,1,1
-2,0,31,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,1112,Sales,5,Life Sciences,Master's Degree,STAFF-1673,1,1673,1,Female,67,3,2,Sales Executive,4,Married,5476,22589,1,No,Y,11,3,1,80,2,2,10,2,3,10,2,0,0
-2,0,31,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,1154,Sales,2,Life Sciences,Associates Degree,STAFF-1996,1,1996,1,Male,54,3,1,Sales Representative,3,Married,3067,6393,0,No,Y,19,3,3,80,2,1,3,1,3,2,2,1,2
-2,0,31,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,1222,R&D,11,Life Sciences,Master's Degree,STAFF-895,1,895,4,Male,48,3,1,Research Scientist,4,Married,2356,14871,3,Yes,Y,19,3,2,80,2,1,8,2,3,6,2,0,4
-2,0,31,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,1232,R&D,7,Medical,Master's Degree,STAFF-462,1,462,3,Female,39,3,3,Manufacturing Director,4,Single,7143,25713,1,Yes,Y,14,3,3,80,2,0,11,2,2,11,10,4,9
-2,0,31,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,1274,R&D,9,Life Sciences,High School,STAFF-581,1,581,3,Male,33,3,3,Manufacturing Director,2,Divorced,10648,14394,1,No,Y,25,4,4,80,2,1,13,6,4,13,8,0,8
-2,0,31,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,1276,R&D,2,Medical,High School,STAFF-1974,1,1974,4,Female,59,1,1,Laboratory Technician,4,Divorced,1129,17536,1,Yes,Y,11,3,3,80,2,3,1,4,3,1,0,0,0
-2,0,31,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,1332,R&D,11,Medical,Associates Degree,STAFF-1251,1,1251,3,Male,80,3,2,Healthcare Representative,1,Married,6833,17089,1,Yes,Y,12,3,4,80,2,0,6,2,2,6,1,0,5
-2,0,31,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,1398,HR,8,Medical,Associates Degree,STAFF-1461,1,1461,4,Female,96,4,1,Human Resources,2,Single,2109,24609,9,No,Y,18,3,4,80,2,0,8,3,3,3,2,0,2
-2,0,31,No,0,0.00%,Travel_Rarely,25 - 34,Current Employees,1,1463,R&D,23,Medical,Bachelor's Degree,STAFF-367,1,367,2,Male,64,2,2,Healthcare Representative,4,Married,5582,14408,0,No,Y,21,4,2,80,2,1,10,2,3,9,8,7,0
-2,0,31,Yes,1,100.00%,Non-Travel,25 - 34,Ex-Employees,0,335,R&D,9,Medical,Associates Degree,STAFF-991,1,991,3,Male,46,2,1,Research Scientist,1,Single,2321,10322,0,Yes,Y,22,4,1,80,2,0,4,0,3,3,2,1,2
-2,0,31,Yes,1,100.00%,Travel_Frequently,25 - 34,Ex-Employees,0,307,R&D,29,Medical,Associates Degree,STAFF-355,1,355,3,Male,71,2,1,Laboratory Technician,2,Single,3479,11652,0,No,Y,11,3,2,80,2,0,6,2,4,5,4,1,4
-2,0,31,Yes,1,100.00%,Travel_Frequently,25 - 34,Ex-Employees,0,523,R&D,2,Life Sciences,Bachelor's Degree,STAFF-1464,1,1464,2,Male,94,3,1,Laboratory Technician,4,Married,3722,21081,6,Yes,Y,13,3,3,80,2,1,7,2,1,2,2,2,2
-2,0,31,Yes,1,100.00%,Travel_Frequently,25 - 34,Ex-Employees,0,534,R&D,20,Life Sciences,Bachelor's Degree,STAFF-587,1,587,1,Male,66,3,3,Healthcare Representative,3,Married,9824,22908,3,No,Y,12,3,1,80,2,0,12,2,3,1,0,0,0
-2,0,31,Yes,1,100.00%,Travel_Frequently,25 - 34,Ex-Employees,0,561,R&D,3,Life Sciences,Bachelor's Degree,STAFF-1537,1,1537,4,Female,33,3,1,Research Scientist,3,Single,4084,4156,1,No,Y,12,3,1,80,2,0,7,2,1,7,7,7,2
-2,0,31,Yes,1,100.00%,Travel_Frequently,25 - 34,Ex-Employees,0,667,Sales,1,Life Sciences,Master's Degree,STAFF-1427,1,1427,2,Female,50,1,1,Sales Representative,3,Single,1359,16154,1,No,Y,12,3,2,80,2,0,1,3,3,1,0,0,0
-2,0,31,Yes,1,100.00%,Travel_Frequently,25 - 34,Ex-Employees,0,703,Sales,2,Life Sciences,Bachelor's Degree,STAFF-1379,1,1379,3,Female,90,2,1,Sales Representative,4,Single,2785,11882,7,No,Y,14,3,3,80,2,0,3,3,4,1,0,0,0
-2,0,31,Yes,1,100.00%,Travel_Frequently,25 - 34,Ex-Employees,0,754,Sales,26,Marketing,Master's Degree,STAFF-1967,1,1967,1,Male,63,3,2,Sales Executive,4,Married,5617,21075,1,Yes,Y,11,3,3,80,2,0,10,4,3,10,8,0,7
-2,0,31,Yes,1,100.00%,Travel_Frequently,25 - 34,Ex-Employees,0,874,R&D,15,Medical,Bachelor's Degree,STAFF-1160,1,1160,3,Male,72,3,1,Laboratory Technician,3,Married,2610,6233,1,No,Y,12,3,3,80,2,1,2,5,2,2,2,2,2
-2,0,31,Yes,1,100.00%,Travel_Frequently,25 - 34,Ex-Employees,0,1060,Sales,1,Life Sciences,Bachelor's Degree,STAFF-1331,1,1331,4,Female,54,3,1,Sales Representative,2,Single,2302,8319,1,Yes,Y,11,3,1,80,2,0,3,2,4,3,2,2,2
-2,0,31,Yes,1,100.00%,Travel_Frequently,25 - 34,Ex-Employees,0,1445,R&D,1,Life Sciences,Doctoral Degree,STAFF-1459,1,1459,3,Female,100,4,3,Manufacturing Director,2,Single,7446,8931,1,No,Y,11,3,1,80,2,0,10,2,3,10,7,4,8
-2,0,31,Yes,1,100.00%,Travel_Rarely,25 - 34,Ex-Employees,0,202,R&D,8,Life Sciences,Bachelor's Degree,STAFF-1433,1,1433,1,Female,34,2,1,Research Scientist,2,Single,1261,22262,1,No,Y,12,3,3,80,2,0,1,3,4,1,0,0,0
-2,0,31,Yes,1,100.00%,Travel_Rarely,25 - 34,Ex-Employees,0,249,Sales,6,Life Sciences,Master's Degree,STAFF-163,1,163,2,Male,76,1,2,Sales Executive,3,Married,6172,20739,4,Yes,Y,18,3,2,80,2,0,12,3,2,7,7,7,7
-2,0,31,Yes,1,100.00%,Travel_Rarely,25 - 34,Ex-Employees,0,330,R&D,22,Medical,Master's Degree,STAFF-1389,1,1389,4,Male,98,3,2,Manufacturing Director,3,Married,6179,21057,1,Yes,Y,15,3,4,80,2,2,10,3,2,10,7,6,2
-2,0,31,Yes,1,100.00%,Travel_Rarely,25 - 34,Ex-Employees,0,359,HR,18,Human Resources,Doctoral Degree,STAFF-1842,1,1842,4,Male,89,4,1,Human Resources,1,Married,2956,21495,0,No,Y,17,3,3,80,2,0,2,4,3,1,0,0,0
-2,0,31,Yes,1,100.00%,Travel_Rarely,25 - 34,Ex-Employees,0,542,Sales,20,Life Sciences,Bachelor's Degree,STAFF-175,1,175,2,Female,71,1,2,Sales Executive,3,Married,4559,24788,3,Yes,Y,11,3,3,80,2,1,4,2,3,2,2,2,2
-2,0,31,Yes,1,100.00%,Travel_Rarely,25 - 34,Ex-Employees,0,1079,Sales,16,Marketing,Master's Degree,STAFF-1761,1,1761,1,Male,70,3,3,Sales Executive,3,Married,8161,19002,2,No,Y,13,3,1,80,2,3,10,2,3,1,0,0,0
-2,0,31,Yes,1,100.00%,Travel_Rarely,25 - 34,Ex-Employees,0,1365,Sales,13,Medical,Master's Degree,STAFF-650,1,650,2,Male,46,3,2,Sales Executive,1,Divorced,4233,11512,2,No,Y,17,3,3,80,2,0,9,2,1,3,2,1,1
-2,0,32,No,0,0.00%,Non-Travel,25 - 34,Current Employees,1,300,R&D,1,Life Sciences,Bachelor's Degree,STAFF-882,1,882,4,Male,61,3,1,Laboratory Technician,4,Divorced,2314,9148,0,No,Y,12,3,2,80,2,1,4,2,3,3,2,0,0
-2,0,32,No,0,0.00%,Non-Travel,25 - 34,Current Employees,1,862,Sales,2,Life Sciences,High School,STAFF-1190,1,1190,3,Female,76,3,1,Sales Representative,1,Divorced,2827,14947,1,No,Y,12,3,3,80,2,3,1,3,3,1,0,0,0
-2,0,32,No,0,0.00%,Non-Travel,25 - 34,Current Employees,1,953,R&D,5,Technical Degree,Master's Degree,STAFF-1764,1,1764,2,Male,65,3,1,Research Scientist,2,Single,2718,17674,2,No,Y,14,3,2,80,2,0,12,3,3,7,7,0,7
-2,0,32,No,0,0.00%,Non-Travel,25 - 34,Current Employees,1,976,Sales,26,Marketing,Master's Degree,STAFF-333,1,333,3,Male,100,3,2,Sales Executive,4,Married,4465,12069,0,No,Y,18,3,1,80,2,0,4,2,3,3,2,2,2
-2,0,32,No,0,0.00%,Non-Travel,25 - 34,Current Employees,1,1109,R&D,29,Medical,Master's Degree,STAFF-1046,1,1046,4,Female,69,3,1,Laboratory Technician,3,Single,4025,11135,9,No,Y,12,3,2,80,2,0,10,2,3,8,7,7,7
-2,0,32,No,0,0.00%,Non-Travel,25 - 34,Current Employees,1,1146,R&D,15,Medical,Master's Degree,STAFF-1955,1,1955,3,Female,34,3,2,Healthcare Representative,4,Divorced,6667,16542,5,No,Y,18,3,2,80,2,1,9,6,3,5,2,1,1
-2,0,32,No,0,0.00%,Non-Travel,25 - 34,Current Employees,1,1184,R&D,1,Life Sciences,Bachelor's Degree,STAFF-951,1,951,3,Female,70,2,1,Laboratory Technician,2,Married,2332,3974,6,No,Y,20,4,3,80,2,0,5,3,3,3,2,0,0
-2,0,32,No,0,0.00%,Non-Travel,25 - 34,Current Employees,1,1200,R&D,1,Technical Degree,Master's Degree,STAFF-1574,1,1574,4,Male,62,3,2,Research Scientist,1,Married,4087,25174,4,No,Y,14,3,2,80,2,1,9,3,2,6,2,1,5
-2,0,32,No,0,0.00%,Travel_Frequently,25 - 34,Current Employees,1,116,R&D,13,Other,Bachelor's Degree,STAFF-1234,1,1234,3,Female,77,2,1,Laboratory Technician,2,Married,2743,7331,1,No,Y,20,4,3,80,2,1,2,2,3,2,2,2,2
-2,0,32,No,0,0.00%,Travel_Frequently,25 - 34,Current Employees,1,379,Sales,5,Life Sciences,Associates Degree,STAFF-889,1,889,2,Male,48,3,2,Sales Executive,2,Married,6524,8891,1,No,Y,14,3,4,80,2,1,10,3,3,10,3,5,8
-2,0,32,No,0,0.00%,Travel_Frequently,25 - 34,Current Employees,1,430,R&D,24,Life Sciences,Master's Degree,STAFF-772,1,772,1,Male,80,3,2,Laboratory Technician,4,Married,5309,21146,1,No,Y,15,3,4,80,2,2,10,2,3,10,7,4,8
-2,0,32,No,0,0.00%,Travel_Frequently,25 - 34,Current Employees,1,585,R&D,10,Life Sciences,Bachelor's Degree,STAFF-1720,1,1720,1,Male,56,3,1,Research Scientist,3,Married,3433,17360,6,No,Y,13,3,1,80,2,1,10,3,2,5,3,1,2
-2,0,32,No,0,0.00%,Travel_Frequently,25 - 34,Current Employees,1,689,Sales,9,Medical,Associates Degree,STAFF-195,1,195,4,Male,35,1,2,Sales Executive,4,Divorced,4668,22812,0,No,Y,17,3,4,80,2,3,9,2,4,8,7,0,7
-2,0,32,No,0,0.00%,Travel_Frequently,25 - 34,Current Employees,1,967,Sales,8,Marketing,Bachelor's Degree,STAFF-207,1,207,2,Female,43,3,3,Sales Executive,4,Single,8998,15589,1,No,Y,14,3,4,80,2,0,9,2,3,9,7,3,8
